adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,[],,124472,tt0109934,en,A Great Day in Harlem,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.",0.076352,/nQ0fed0gt6tpFg0keN16DxutRFj.jpg,[],[],9/27/94,0,60,[],Released,,A Great Day in Harlem,FALSE,7,2
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,30528,tt0112606,en,Bye Bye Love,"This film about is about three divorced men and their relationships with their ex-wives, their children, and new women in their lives. Donny still carries a torch for his ex, and has trouble relating to his teenage daughter, Emma. Dave can't make a commitment. Vic carries a lot of anger toward his ex, and winds up with the blind date from hell. Needling all of them is a blathering radio psychologist dispensing his advice on the subject of divorce.",2.47308,/9yYX5kJ14z3WqXmiorvLtQNq8Lm.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ubu Productions', 'id': 46108}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/16/95,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bye Bye Love,FALSE,6.1,20
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,7300,tt0117247,en,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",7.009946,/yJETLNpYeEpDar7tJK1KedYGLgx.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Via Rosa Productions', 'id': 10103}, {'name': 'Rosa Productions', 'id': 81131}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/20/96,97529550,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She was having a perfectly bad day... Then he came along and spoiled it.,One Fine Day,FALSE,6.1,160
FALSE,"{'id': 98580, 'name': 'Candyman Collection', 'poster_path': '/7yGuKyI0YOBZcOcfwP90WkAbwgD.jpg', 'backdrop_path': '/hJjCx4njVdHJobhvr84e5J6MgTw.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",,10824,tt0112625,en,Candyman: Farewell to the Flesh,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",4.983552,/yYIMENwSbHM6mt3pSkoAV5RqSHR.jpg,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/17/95,13940383,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil comes when you call his name.,Candyman: Farewell to the Flesh,FALSE,5,64
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,261246,tt0106537,en,Century,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,1.461029,/c9Mn1aE7uSXNRGcBquXh5hw0aGo.jpg,"[{'name': 'BBC', 'id': 5996}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",12/31/93,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Century,FALSE,5,1
FALSE,,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.themoviefargo.com/,275,tt0116282,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/5/96,60611975,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A lot can happen in the middle of nowhere.,Fargo,FALSE,7.7,2080
FALSE,"{'id': 43058, 'name': 'Homeward Bound Collection', 'poster_path': '/4S9WMNUJFzxKOjcoS1mGrKFfygI.jpg', 'backdrop_path': None}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,25059,tt0116552,en,Homeward Bound II: Lost in San Francisco,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",14.657754,/6oFXtbLt9IyoK6rdvdt0ccF6hGP.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/8/96,32709423,89,[],Released,Your favorite talking animals are back!,Homeward Bound II: Lost in San Francisco,FALSE,6,105
FALSE,"{'id': 141086, 'name': 'Heavy Metal Collection', 'poster_path': '/tPzcbhK32OqnYmOccqbRw0eje7a.jpg', 'backdrop_path': '/iao9hIahX41T1Lxpa5h62J28rQF.jpg'}",9300000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,11827,tt0082509,en,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",7.640073,/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg,"[{'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",8/7/81,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,A Step Beyond Science Fiction,Heavy Metal,FALSE,6.3,150
FALSE,"{'id': 8917, 'name': 'Hellraiser Collection', 'poster_path': '/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg', 'backdrop_path': '/uaEUgCqB6lGkvM4Wy5blNwLJdfa.jpg'}",4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,8766,tt0116514,en,Hellraiser: Bloodline,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",5.263187,/gw8wzitvvPUX7pK6a56KPDbxFqB.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Trans Atlantic Entertainment', 'id': 15343}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/8/96,16675000,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"This year, the past, the present and the future will all meet at the crossroads of hell.",Hellraiser: Bloodline,FALSE,4.9,111
FALSE,,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,23570,tt0117283,en,The Pallbearer,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",8.174116,/zbgaHONbpNYrpBVdmKcj2MyTHtI.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Chess Club', 'id': 65446}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/3/96,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Something magical is about to unfold in the most unexpected place.,The Pallbearer,FALSE,4.6,30
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,47333,tt0116684,en,Jane Eyre,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",2.420301,/cAcTKmzDGv8xfVNfDMSUXR3qiMX.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/9/96,0,112,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The passionate tale of forbidden secrets!,Jane Eyre,FALSE,7.1,51
FALSE,,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,54850,tt0110374,en,Loaded,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",0.618066,/gWrKqiETKq5W2iFhnqjcp6mPviq.jpg,[],[],4/12/96,0,91,[],Released,,Loaded,FALSE,4,3
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,51242,tt0070506,it,Pane e cioccolata,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,1.306628,/avYBMsT8qj3A5xR68WAMvR5bLL6.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",5/5/74,0,100,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,You'll Laugh Till Your Heart Breaks,Bread and Chocolate,FALSE,7.1,10
FALSE,,4000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,10112,tt0065421,en,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",9.834047,/3LudCahifOrueMklYBxAXY2wpBg.jpg,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/23/70,55675257,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A tune-filled animated extravaganza.,The Aristocats,FALSE,7.1,1287
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,4307,tt0113083,es,La flor de mi secreto,"Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally.",2.286788,/ssWPuAaSbIwWczkKAfvk2hTAVoX.jpg,"[{'name': 'El Deseo', 'id': 49}, {'name': 'Ciby 2000', 'id': 105}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",9/22/95,0,107,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,Every woman has a secret...,The Flower of My Secret,FALSE,6.9,43
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,46029,tt0118001,en,Two Much,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,1.620174,/pTnIGNlRn0aLe4xWVLpXLsnDmt2.jpg,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Lolafilms', 'id': 6861}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Sociedad General de Televisión (Sogetel)', 'id': 20295}, {'name': 'Fernando Trueba Producciones Cinematográficas', 'id': 21108}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2/14/96,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Two Much,FALSE,5.1,24
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,32308,tt0116165,en,Ed,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",5.174212,/gH56Ib8XoRUqYsEEaMRgzejkty9.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/15/96,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Minor league. Major friendship.,Ed,FALSE,3.6,24
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",,88893,tt0102855,de,Schrei aus Stein,"A meeting of two world famous climbers, one an experienced mountaineer the other a sport climber, and a journalist (Ivan) results in a bet on which of the two is the best climber. Roger (the mountaineering expert) states that Martin (the sport climber) wouldn't survive a day on a 'real' climbing expedition, although he is considered to be the world's best sport climber (having just won an indoor 'world championship,' an event depicted in the opening scene). They plan to climb 'Cerro Torre,' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions common to the area.",0.736081,/459MeLTQMF9hlNvaHbUuBPIo5I6.jpg,[],[],1/1/91,0,105,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In this battle, there can be no winners",Scream of Stone,FALSE,7.5,4
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,52873,tt0107471,fr,Ma saison préférée,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine.",0.516924,/hmb9Iu6jzvV8jrIz4z73ZRWP91s.jpg,"[{'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Les Films Alain Sarde', 'id': 635}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",5/14/93,0,127,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,My Favorite Season,FALSE,6.4,4
FALSE,,0,[],,123505,tt0113839,en,A Modern Affair,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",0.173207,/7trUFphXilwxqbMmRd5q5TXrM3x.jpg,[],[],9/6/96,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They met, fell in love, and had a baby. (Not necessarily in that order.)",A Modern Affair,FALSE,5,1
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,340210,tt0112712,en,Condition Red,Prison guard falls in love with inmate. She wants him to let her escape.,0.793932,/iPPiN40iiMVpHL0rfWxzVMLcYLV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/8/95,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Condition Red,FALSE,4.7,3
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,44281,tt0090665,en,Asfour Stah,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",1.983301,/uI7hb9flZetd0KZoN2BGHLq4uvZ.jpg,"[{'name': 'Cinétéléfilms', 'id': 71842}, {'name': 'France Média', 'id': 75423}, {'name': 'Les Films du Scarabée', 'id': 75424}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'TN', 'name': 'Tunisia'}]",1/1/90,0,98,"[{'iso_639_1': 'ar', 'name': 'العربية'}]",Released,,Halfaouine: Boy of the Terraces,FALSE,7.4,5
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,28121,tt0117891,en,A Thin Line Between Love and Hate,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",2.256747,/sDDdImTQGeMYqSQgKNlZCrzmfgt.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/4/96,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you play, you pay.",A Thin Line Between Love and Hate,FALSE,5.7,15
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,12520,tt0113613,en,The Last Supper,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",4.619915,/7H68q5zKJBhrjKmsXSGfaCmkkmU.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'The Vault', 'id': 6032}, {'name': 'WF/X', 'id': 38091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/8/95,442965,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love... Sex... Life... Death. In this house it's all on the table.,The Last Supper,FALSE,6.5,82
FALSE,,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,1592,tt0117381,en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",10.326213,/jaDUxqDju6zqoADVKvZo2OunoRC.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/3/96,102616183,129,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"Sooner or later, a man who wears two faces forgets which one is real.",Primal Fear,FALSE,7.4,644
FALSE,,0,[],,166901,tt0114305,en,Rude,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist.",0.065827,/7OMN9iNyIdP9c0JXSVjkGjvjFUk.jpg,[],[],9/8/95,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Action speaks louder than words.,Rude,FALSE,6,1
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,36447,tt0115837,en,Carried Away,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",1.67218,/5O8xOTiyROkAeuPLVV2dO0eo28R.jpg,[],[],1/26/96,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story of first loves and last chances.,Carried Away,FALSE,5.4,5
FALSE,"{'id': 140910, 'name': 'All Dogs Go to Heaven Collection', 'poster_path': '/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg', 'backdrop_path': '/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,19042,tt0115509,en,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",5.028897,/4JClwkSL1L64bkExyuShmm8zHLR.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/29/96,8620678,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heaven help us! Look who's back in the adventure of 2 lifetimes.,All Dogs Go to Heaven 2,FALSE,5,50
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",,38884,tt0114671,en,Land and Freedom,"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",6.144235,/6pBxruRCygxR4AcmilYr8YIe0a9.jpg,"[{'name': 'Road Movies Filmproduktion GmbH', 'id': 45}, {'name': 'BIM Distribuzione', 'id': 225}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Diaphana Films', 'id': 744}, {'name': 'Eurimages', 'id': 850}, {'name': 'Road Movies Dritte Produktionen', 'id': 982}, {'name': 'Parallax Pictures', 'id': 983}, {'name': 'Degeto Film', 'id': 986}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'British Screen Productions', 'id': 12745}, {'name': 'Messidor Films', 'id': 14245}, {'name': 'European Co-production Fund', 'id': 30226}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1/1/95,0,109,"[{'iso_639_1': 'ca', 'name': 'Català'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The fight against fascism begins with the fight against Stalinism.,Land and Freedom,FALSE,7,53
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,47449,tt0112844,en,Denise Calls Up,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",0.466476,/y3Jzrup1AARl8TBaQPbTR1FRnx8.jpg,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Skyline Entertainment Partners', 'id': 38179}, {'name': 'Dark Matter Productions', 'id': 38180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/17/95,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A hilarious heart-ringing fable about life, love and hangups.",Denise Calls Up,FALSE,6.6,5
FALSE,,33500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,36259,tt0114658,en,Theodore Rex,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",2.583686,/aQhmZkynXG7Gu3YGSmF9k2skL3W.jpg,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/14/95,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's toughest cop is getting a brand new partner. And he's a real blast from the past!,Theodore Rex,FALSE,3.6,17
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,41852,tt0116275,en,A Family Thing,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",6.207993,/1FUTcckvJqdjAZkewfIYYj7fmOu.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/29/96,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"With family, everything is relative.",A Family Thing,FALSE,5.6,14
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,40926,tt0113122,en,Frisk,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",0.319215,/q1qI7bxOUMUPxUUALkTjXa1EiCP.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/22/96,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Frisk,FALSE,3,3
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,9099,tt0117608,en,Sgt. Bilko,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,5.70904,/lP9i3lzCwz8mu8ynuzJJBu4Sa9u.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/29/96,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All he ever wanted was an honest week's pay for an honest day's work.,Sgt. Bilko,FALSE,5.5,96
