talk_id,title,topics,description
23515,What happened when we tested thousands of abandoned rape kits in Detroit,"['activism', 'sexualviolence', 'socialchange', 'women', 'society', 'collaboration', 'crime', 'criminaljustice']","In 2009, 11,341 untested rape kits -- some dating back to the 1980s -- were found in an abandoned warehouse once used by the Detroit police to store evidence. When this scandal was uncovered, prosecutor Kym Worthy set a plan into action to get justice for the thousands of victims affected. In this powerful, eye-opening talk, Worthy explains how her office helped develop an innovative program to track and test these kits -- and calls for a national effort to help solve the problem of stockpiled rape kits."
2109,The future of early cancer detection?,"['biotech', 'cancer', 'health', 'technology']","Along with a crew of technologists and scientists, Jorge Soto is developing a simple, noninvasive, open-source test that looks for early signs of multiple forms of cancer. Onstage at TEDGlobal 2014, he demonstrates a working prototype of the mobile platform for the first time."
635,An inventory of the invisible,"['comedy', 'philosophy', 'science', 'humor']","Nature's mysteries meet tack-sharp wit in this hilarious, 10-minute mix of quips and fun lessons, as comedian, writer and TV man John Lloyd plucks at the substance of several things not seen."
13,"A master architect asks, Now what?","['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']","In a wildly entertaining discussion with Richard Saul Wurman, architect Frank Gehry gives TEDsters his take on the power of failure, his recent buildings, and the all-important ""Then what?"" factor."
588,Life lessons through tinkering,"['children', 'education', 'innovation', 'invention', 'creativity', 'design']","Gever Tulley uses engaging photos and footage to demonstrate the valuable lessons kids learn at his Tinkering School. When given tools, materials and guidance, these young imaginations run wild and creative problem-solving takes over to build unique boats, bridges and even a roller coaster!"
2405,This is what happens when you reply to spam email,"['comedy', 'curiosity', 'communication', 'humor', 'technology']","Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal."
941,What physics taught me about marketing,"['business', 'marketing', 'math', 'physics']","Physics and marketing don't seem to have much in common, but Dan Cobley is passionate about both. He brings these unlikely bedfellows together using Newton's second law, Heisenberg's uncertainty principle, the scientific method and the second law of thermodynamics to explain the fundamental theories of branding."
660,The 4 ways sound affects us,"['birds', 'business', 'cities', 'entertainment', 'music']","Playing sound effects both pleasant and awful, Julian Treasure shows how sound affects us in four significant ways. Listen carefully for a shocking fact about noisy open-plan offices."
1721,The invisible man,"['china', 'globalissues', 'identity', 'photography', 'art']","Can a person disappear in plain sight? That's the question Liu Bolin's remarkable work seems to ask. The Beijing-based artist is sometimes called ""The Invisible Man"" because in nearly all his art, Bolin is front and center â and completely unseen. He aims to draw attention to social and political issues by dissolving into the background."
2874,The boost students need to overcome obstacles,"['tedresidency', 'education', 'personalgrowth', 'sociology', 'success', 'teaching']","How can disadvantaged students succeed in school? For sociologist Anindya Kundu, grit and stick-to-itiveness aren't enough; students also need to develop their agency, or their capacity to overcome obstacles and navigate the system. He shares hopeful stories of students who have defied expectations in the face of personal, social and institutional challenges."
22799,"""Afterneath"" / ""Killing Me""","['piano', 'music', 'singer', 'livemusic', 'performance']","Luke Sital-Singh sings songs of love, longing and grief in this stirring performance of ""Afterneath"" and ""Killing Me."" ""These are the songs I just never tire of hearing and I never tire of writing, because they make me feel less alone,"" Sital-Singh says."
14484,What if we eliminated one of the world's oldest diseases?,"['sight', 'blindness', 'medicine', 'medicalresearch', 'invention', 'publichealth', 'science', 'data', 'disease', 'humanity', 'society', 'audaciousproject']","Thousands of years ago, ancient Nubians drew pictures on tomb walls of a terrible disease that turns the eyelids inside out and causes blindness. This disease, trachoma, is still a scourge in many parts of the world today -- but it's also completely preventable, says Caroline Harper. Armed with data from a global mapping project, Harper's organization Sightsavers has a plan: to focus on countries where funding gaps stand in the way of eliminating the disease and ramp up efforts where the need is most severe. Learn more about their goal of consigning trachoma to the history books -- and how you can help. (This ambitious idea is part of the Audacious Project, TED's initiative to inspire and fund global change.)"
1547,Can democracy exist without trust?,"['europe', 'bigproblems', 'culture', 'democracy', 'globalissues', 'politics', 'protests']","It seems the more we know about how democracy works -- through government transparency, better media coverage, even new insights about our brains -- the less we trust democracy itself. Yet it's still, arguably, the best system of government available. As Ivan Krastev says, ""What went right is also what went wrong."" Can democracy survive?"
1843,The walkable city,"['cities', 'culture', 'design', 'transportation']","How do we solve the problem of the suburbs? Urbanist Jeff Speck shows how we can free ourselves from dependence on the car -- which he calls ""a gas-belching, time-wasting, life-threatening prosthetic device"" -- by making our cities more walkable and more pleasant for more people."
2807,Why we need to imagine different futures,"['ai', 'cities', 'algorithm', 'climatechange', 'collaboration', 'exploration', 'communication', 'farming', 'future', 'globaldevelopment', 'globalissues', 'innovation', 'motivation', 'potential', 'humanity', 'pollution', 'socialchange', 'technology', 'society', 'visualizations', 'india']","Anab Jain brings the future to life, creating experiences where people can touch, see and feel the potential of the world we're creating. Do we want a world where intelligent machines patrol our streets, for instance, or where our genetic heritage determines our health care? Jain's projects show why it's important to fight for the world we want. Catch a glimpse of possible futures in this eye-opening talk."
893,A second opinion on developmental disorders,"['children', 'medicine', 'science', 'technology', 'neuroscience', 'india']","Developmental disorders in children are typically diagnosed by observing behavior, but Aditi Shankardass suggests we should be looking directly at brains. She explains how one EEG technique has revealed mistaken diagnoses and transformed children's lives."
1352,Where are the baby dinosaurs?,"['tedx', 'biology', 'dinosaurs', 'paleontology', 'science', 'history', 'animals', 'humor']","In a spellbinding talk, paleontologist Jack Horner tells the story of how iconoclastic thinking revealed a shocking secret about some of our most beloved dinosaurs."
552,A supercharged motorcycle design,"['cars', 'design', 'engineering', 'green', 'transportation']","Yves BÃ©har and Forrest North unveil Mission One, a sleek, powerful electric motorcycle. They share slides from distant (yet similar) childhoods that show how collaboration kick-started their friendship -- and shared dreams."
270,"The ""bottom billion""","['africa', 'activism', 'business', 'economics', 'globalissues', 'politics', 'poverty', 'globaldevelopment', 'inequality']","Around the world right now, one billion people are trapped in poor or failing countries. How can we help them? Economist Paul Collier lays out a bold, compassionate plan for closing the gap between rich and poor."
52271,Management lessons from Chinese business and philosophy,"['business', 'leadership', 'culture', 'asia', 'decision-making', 'china', 'work', 'philosophy']","Business management in China is changing, says consultant Fang Ruan. Learn how Chinese entrepreneurs -- long guided by Confucianism's emphasis on authority and regulation -- are now looking to Taoist philosophy for a new, dynamic leadership style that believes things spontaneously transform and naturally achieve perfection when they're supported, not controlled."
1300,What happens when an NGO admits failure,"['tedx', 'engineering', 'globalissues', 'globaldevelopment']","International aid groups make the same mistakes over and over again. David Damberger analyzes his own engineering failure in India -- and calls for his friends in the development sector to publicly admit, scrutinize and learn from their missteps."
627,A leap from the edge of space,"['entertainment', 'film', 'space', 'sports', 'technology']","At his day job, Steve Truglia flips cars, walks through fire and falls out of buildings -- pushing technology to make stunts bigger, safer, more awesome. He talks us through his next stunt: the highest jump ever attempted, from the very edge of space."
1888,How to build with clay ... and community,"['africa', 'architecture', 'sustainability']","DiÃ©bÃ©do Francis KÃ©rÃ© knew exactly what he wanted to do when he got his degree in architecture... He wanted to go home to Gando in Burkina Faso, to help his neighbors reap the benefit of his education. In this charming talk, KÃ©rÃ© shows off some of the beautiful structures he's helped to build in his small village in the years since then, including an award-winning primary school made from clay by the entire community."
54863,What we're getting wrong in the fight to end hunger,"['food', 'entrepreneur', 'technology', 'bigproblems', 'community', 'compassion', 'humanity', 'society', 'philanthropy', 'poverty']","In a world that's wasting more food than ever before, why do one in nine people still go to bed hungry each night? Social entrepreneur Jasmine Crowe calls for a radical transformation to our fight to end global hunger -- challenging us to rethink our routine approaches to addressing food insecurity and sharing how we can use technology to gather unused food and deliver it directly to people in need."
1983,"Success, failure and the drive to keep creating","['creativity', 'failure', 'success', 'writing']","Elizabeth Gilbert was once an ""unpublished diner waitress,"" devastated by rejection letters. And yet, in the wake of the success of 'Eat, Pray, Love,' she found herself identifying strongly with her former self. With beautiful insight, Gilbert reflects on why success can be as disorienting as failure and offers a simple -- though hard -- way to carry on, regardless of outcomes."
252,Your genes are not your fate,"['aging', 'genetics', 'health', 'healthcare', 'medicine', 'science']","Dean Ornish shares new research that shows how adopting healthy lifestyle habits can affect a person at a genetic level. For instance, he says, when you live healthier, eat better, exercise, and love more, your brain cells actually increase."
453,Your elusive creative genius,"['creativity', 'culture', 'entertainment', 'poetry', 'work', 'writing', 'personality']","Elizabeth Gilbert muses on the impossible things we expect from artists and geniuses -- and shares the radical idea that, instead of the rare person ""being"" a genius, all of us ""have"" a genius. It's a funny, personal and surprisingly moving talk."
1920,How architectural innovations migrate across borders,"['architecture', 'cities', 'design', 'infrastructure']","As the world's cities undergo explosive growth, inequality is intensifying. Wealthy neighborhoods and impoverished slums grow side by side, the gap between them widening. In this eye-opening talk, architect Teddy Cruz asks us to rethink urban development from the bottom up. Sharing lessons from the slums of Tijuana, Cruz explores the creative intelligence of the city's residents and offers a fresh perspective on what we can learn from places of scarcity."
1707,"The emergence of ""4D printing""","['tedfellows', 'design', 'industrialdesign', 'technology']","3D printing has grown in sophistication since the late 1970s; TED Fellow Skylar Tibbits is shaping the next development, which he calls 4D printing, where the fourth dimension is time. This emerging technology will allow us to print objects that then reshape themselves or self-assemble over time. Think: a printed cube that folds before your eyes, or a printed pipe able to sense the need to expand or contract."
327,Close-up card magic with a twist,"['entertainment', 'humor', 'illusion', 'magic']","Like your uncle at a family party, the rumpled Swedish doctor Lennart Green says, ""Pick a card, any card."" But what he does with those cards is pure magic -- flabbergasting, lightning-fast, how-does-he-do-it? magic."
1566,A story about knots and surgeons,"['newyork', 'crime', 'medicine', 'storytelling', 'violence']","One day, Ed Gavagan was sitting on the subway, watching two young med students practicing their knots. And a powerful memory washed over him -- of one shocking moment that changed his life forever. An unforgettable story of crime, skill and gratitude."
164,What our language habits reveal,"['culture', 'language', 'psychology', 'socialscience']","In an exclusive preview of his book The Stuff of Thought, Steven Pinker looks at language and how it expresses what goes on in our minds -- and how the words we choose communicate much more than we realize."
32269,The uncomplicated truth about women's sexuality,"['tedx', 'sex', 'science', 'culture', 'humanbody', 'society', 'women', 'relationships']","Is women's sexuality more complicated than men's? Well, not really, no, says author Sarah Barmak. In this frank, eye-opening talk, she shows how a flawed understanding of the female body has shaped this discussion for centuries. She debunks some age-old myths (you're welcome) and offers a richer definition of pleasure that gets closer to the simple truth about women's sexuality."
2711,Lifelike simulations that make real-life surgery safer,"['brain', 'future', 'children', 'healthcare', 'medicine', 'innovation', 'teaching', 'technology', 'education', 'tedx', 'surgery']","Critical care doctor Peter Weinstock shows how surgical teams are using a blend of Hollywood special effects and 3D printing to create amazingly lifelike reproductions of real patients -- so they can practice risky surgeries ahead of time. Think: ""Operate twice, cut once."" Glimpse the future of surgery in this forward-thinking talk."
10190,How teachers can help kids find their political voices,"['education', 'teaching', 'children', 'tedx', 'activism', 'community', 'identity', 'parenting', 'socialchange', 'society']","Social justice belongs in our schools, says educator Sydney Chaffee. In a bold talk, she shows how teaching students to engage in activism helps them build important academic and life skills -- and asks us to rethink how we can use education to help kids find their voices. ""Teaching will always be a political act,"" Chaffee says. ""We can't be afraid of our students' power. Their power will help them make tomorrow better."""
55,My wish: A global day of film,"['tedprize', 'culture', 'entertainment', 'film', 'globalissues', 'peace', 'socialchange', 'storytelling', 'art', 'movies']",Jehane Noujaim unveils her 2006 TED Prize wish: to bring the world together for one day a year through the power of film.
11337,What if gentrification was about healing communities instead of displacing them?,"['architecture', 'collaboration', 'design', 'community', 'socialchange', 'society', 'urbanplanning']","Liz Ogbu is an architect who works on spatial justice: the idea that justice has a geography and that the equitable distribution of resources and services is a human right. In San Francisco, she's questioning the all too familiar story of gentrification: that poor people will be pushed out by development and progress. ""Why is it that we treat culture erasure and economic displacement as inevitable?"" she asks, calling on developers, architects and policymakers to instead ""make a commitment to build people's capacity to stay in their homes, to stay in their communities, to stay where they feel whole."""
1936,"What we can learn from galaxies far, far away","['tedyouth', 'astronomy', 'darkmatter', 'physics', 'science', 'space', 'universe', 'youth', 'energy']","In a fun, exciting talk, teenager Henry Lin looks at something unexpected in the sky: distant galaxy clusters. By studying the properties of the universe's largest pieces, says the Intel Science Fair award winner, we can learn quite a lot about scientific mysteries in our own world and galaxy."
60081,The intangible effects of walls,"['design', 'society', 'identity', 'socialchange', 'community', 'humanity', 'tedx']","More barriers exist now than at the end of World War II, says designer Alexandra Auer. And when you erect one wall, you unwittingly create a second -- an ""us"" versus ""them"" partition in the mind that compromises our collective safety. With intriguing results from her social design project focused on two elementary schools separated by a fence, Auer encourages us to dismantle our biases and regain perspective on all the things we have in common."
1305,An unexpected place of healing,"['tedx', 'aging', 'culture', 'healthcare', 'medicine', 'self', 'storytelling']","When Ramona Pierson was 22, she was hit by a drunk driver and spent 18 months in a coma. In this talk, she tells the remarkable story of her recovery -- drawing on the collective skills and wisdom of a senior citizens' home."
1667,Use data to build better schools,"['data', 'education', 'globalissues', 'inequality', 'teaching']","How can we measure what makes a school system work? Andreas Schleicher walks us through the PISA test, a global measurement that ranks countries against one another -- then uses that same data to help schools improve. Watch to find out where your country stacks up, and learn the single factor that makes some systems outperform others."
549,10 things you didn't know about orgasm,"['culture', 'history', 'humor', 'science', 'sex', 'writing', 'books']","""Bonk"" author Mary Roach delves into obscure scientific research, some of it centuries old, to make 10 surprising claims about sexual climax, ranging from the bizarre to the hilarious. (This talk is aimed at adults. Viewer discretion advised.)"
346,A free digital library,"['design', 'entertainment', 'film', 'history', 'library', 'media', 'music', 'technology', 'web', 'books', 'bestoftheweb']","Brewster Kahle is building a truly huge digital library -- every book ever published, every movie ever released, all the strata of web history ... It's all free to the public -- unless someone else gets to it first."
590,The design genius of Charles + Ray Eames,"['children', 'creativity', 'design', 'film', 'productdesign']","The legendary design team Charles and Ray Eames made films, houses and classic midcentury modern furniture. Eames Demetrios, their grandson, shows rarely seen films and archival footage in a lively, loving tribute to their creative process."
24067,The science of attraction,"['health', 'psychology', 'science', 'self', 'relationships', 'sex', 'ted-ed', 'chemistry', 'animation', 'humanity', 'brain', 'humanbody', 'physiology']","Romantic chemistry is all about warm, gooey feelings that gush from the deepest depths of the heart...right? Not quite. Actually, the real boss behind attraction is your brain, which runs through a very quick, very complex series of calculations when assessing a potential partner. Dawn Maslar explores how our five senses contribute to this mating game, citing some pretty wild studies along the way. [Directed by TOGETHER, narrated by Addison Anderson]."
2457,The reporting system that sexual assault survivors want,"['activism', 'crime', 'bigproblems', 'design', 'innovation', 'interfacedesign', 'productdesign', 'tedfellows', 'violence', 'socialchange', 'women', 'software', 'sexualviolence']","We don't have to live in a world where 99 percent of rapists get away with it, says TED Fellow Jessica Ladd. With Callisto, a new platform for college students to confidentially report sexual assault, Ladd is helping survivors get the support and justice they deserve while respecting their privacy concerns. ""We can create a world where there's a real deterrent to violating the rights of another human being,"" she says."
946,The technology of the heart,"['brain', 'culture', 'happiness', 'religion', 'society', 'mindfulness']","His Holiness the Karmapa talks about how he was discovered to be the reincarnation of a revered figure in Tibetan Buddhism. In telling his story, he urges us to work on not just technology and design, but the technology and design of the heart. He is translated onstage by Tyler Dewar."
1902,How to build an information time machine,"['tedx', 'computers', 'history', 'library', 'map', 'technology', 'books']","Imagine if you could surf Facebook ... from the Middle Ages. Well, it may not be as far off as it sounds. In a fun and interesting talk, Frederic Kaplan shows off the Venice Time Machine, a project to digitize 80 kilometers of books to create a historical and geographical simulation of Venice across 1,000 years. "
976,The roots of plant intelligence,"['biology', 'collaboration', 'science', 'plants', 'botany']","Plants behave in some oddly intelligent ways: fighting predators, maximizing food opportunities ... But can we think of them as actually having a form of intelligence of their own? Italian botanist Stefano Mancuso presents intriguing evidence."
2729,An intergalactic guide to using a defibrillator,"['society', 'hearthealth', 'health', 'teaching', 'entertainment', 'tednyc']","If Yoda goes into cardiac arrest, will you know what to do? Artist and first-aid enthusiast Todd Scott breaks down what you need to know about using an automated external defibrillator, or AED -- in this galaxy and ones that are far, far away. Prepare to save the life of a Jedi, Chewbacca (he'll need a quick shave first) or someone else in need with some helpful pointers."
393,The science of scent,"['senses', 'beauty', 'happiness', 'materials', 'science', 'smell', 'technology']","What's the science behind a sublime perfume? With charm and precision, biophysicist Luca Turin explains the molecular makeup -- and the art -- of a scent."
2892,The magic of Khmer classical dance,"['tedfellows', 'beauty', 'creativity', 'art', 'dance', 'gender', 'identity', 'performanceart', 'performance']","For more than 1,000 years, Khmer dancers in Cambodia have been seen as living bridges between heaven and earth. In this graceful dance-talk hybrid, artist Prumsodun Ok -- founder of Cambodia's first all-male and gay-identified dance company -- details the rich history of Khmer classical dance and its current revival, playing the ancient and ageless role of artist as messenger."
1649,Kids need structure,"['tedx', 'children', 'culture', 'education', 'parenting', 'youth', 'teaching']","How can you help kids get a good start? In this heartfelt and personal talk, Colin Powell, the former U.S. Secretary of State, asks parents, friends and relatives to support children, starting before they even get to primary school, through community and a strong sense of responsibility."
1279,Being young and making an impact,"['tedx', 'activism', 'children', 'community', 'culture', 'globalissues', 'war', 'youth']","At 18, Natalie Warne's work with the Invisible Children movement made her a hero for young activists. She uses her inspiring story to remind us that no one is too young to change the world."
1184,Cooking as never seen before,"['creativity', 'design', 'entertainment', 'food', 'photography', 'technology', 'art']","Cookbook author (and geek) Nathan Myhrvold talks about his magisterial work, ""Modernist Cuisine"" -- and shares the secret of its cool photographic illustrations, which show cross-sections of food in the very act of being cooked."
2075,"An engineer's vision for tiny forests, everywhere","['tedfellows', 'engineering', 'garden', 'nature', 'open-source', 'trees', 'fungi']","A forest planted by humans, then left to nature's own devices, typically takes at least 100 years to mature. But what if we could make the process happen ten times faster? In this short talk, eco-entrepreneur (and TED Fellow) Shubhendu Sharma explains how to create a mini-forest ecosystem anywhere."
30297,Can we solve global warming? Lessons from how we protected the ozone layer,"['environment', 'science', 'nature', 'climatechange', 'biosphere', 'socialchange', 'sustainability', 'society', 'policy', 'government', 'pollution', 'tedx']","The Montreal Protocol proved that the world could come together and take action on climate change. Thirty years after the world's most successful environmental treaty was signed, atmospheric scientist Sean Davis examines the world we avoided when we banned chlorofluorocarbons -- and shares lessons we can carry forward to address the climate crisis in our time."
14392,What's missing in the global debate over refugees,"['tedfellows', 'journalism', 'immigration', 'refugees', 'humanity', 'history', 'work', 'politics', 'government']","In the ongoing debate over refugees, we hear from everyone -- from politicians who pledge border controls to citizens who fear they'll lose their jobs -- everyone, that is, except migrants themselves. Why are they coming? Journalist and TED Fellow Yasin Kakande explains what compelled him and many others to flee their homelands, urging a more open discussion and a new perspective. Because humanity's story, he reminds us, is a story of migration: ""There are no restrictions that could ever be so rigorous to stop the wave of migration that has determined our human history,"" he says."
2195,"For these women, reading is a daring act","['islam', 'middleeast', 'tedfellows', 'education', 'feminism', 'photography', 'women']","In some parts of the world, half of the women lack basic reading and writing skills. The reasons vary, but in many cases, literacy isn't valued by fathers, husbands, even mothers. Photographer and TED Fellow Laura Boushnak traveled to countries including Yemen, Egypt and Tunisia to highlight brave women -- schoolgirls, political activists, 60-year-old moms -- who are fighting the statistics."
2163,Poetry that frees the soul,"['tedx', 'creativity', 'crime', 'language', 'poetry', 'prison', 'tedenespaã±ol']","""It's said that to be a poet, you have to go to hell and back."" Cristina Domenech teaches writing at an Argentinian prison, and she tells the moving story of helping incarcerated people express themselves, understand themselves â and glory in the freedom of language. Watch for a powerful reading from one of her students, an inmate, in front of an audience of 10,000. (In Spanish with English subtitles)"
728,The real danger lurking in the water,"['animals', 'biodiversity', 'environment', 'water', 'ecology', 'india']","The gharial and king cobra are two of India's most iconic reptiles, and they're endangered because of polluted waterways. Conservationist Romulus Whitaker shows rare footage of these magnificent animals and urges us to save the rivers that sustain their lives and our own."
24138,The language of lying,"['consciousness', 'history', 'sociology', 'psychology', 'education', 'language', 'ted-ed', 'animation', 'communication']","We hear anywhere from 10 to 200 lies a day. And although we've spent much of our history coming up with ways to detect these lies by tracking physiological changes in their tellers, these methods have proved unreliable. Is there a more direct approach? Noah Zandan uses some famous examples of lying to illustrate how we might use communications science to analyze the lies themselves. [Directed by Nadav Arbel, narrated by Noah Zandan]."
49114,How we're using DNA tech to help farmers fight crop diseases,"['farming', 'science', 'collaboration', 'dna', 'tedfellows', 'africa', 'food', 'community', 'technology']","Nearly 800 million people worldwide depend on cassava for survival -- but this critical food source is under attack by entirely preventable viruses, says computational biologist and TED Senior Fellow Laura Boykin. She takes us to the farms in East Africa where she's working with a diverse team of scientists to help farmers keep their crops healthy using a portable DNA lab and mini supercomputer that can identify viruses in hours, instead of months."
1125,A radical experiment in empathy,"['tedx', 'culture', 'empathy', 'globalissues', 'iraq', 'society', 'sociology', 'war']","Can two countries at war dare to empathize with one another? Step by methodical step, sociologist Sam Richards gives his audience an extraordinary challenge: to allow a group of (mainly) Americans to understand -- not approve of, but understand -- the motivations of an Iraqi insurgent. A powerful talk."
1474,We are all designers,"['design', 'humor', 'journalism']","Journalist John Hockenberry tells a personal story inspired by a pair of flashy wheels in a wheelchair-parts catalogue -- and how they showed him the value of designing a life of intent. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)"
1356,The toxic baby,"['animals', 'biology', 'children', 'film', 'plastic', 'science', 'sex', 'pregnancy', 'publichealth', 'scienceandart', 'pollution', 'cancer', 'chemistry', 'environment', 'health', 'ecology', 'activism', 'agriculture', 'sustainability']","Filmmaker Penelope Jagessar Chaffer was curious about the chemicals she was exposed to while pregnant: Could they affect her unborn child? So she asked scientist Tyrone Hayes to brief her on one he studied closely: atrazine, a herbicide used on corn. (Hayes, an expert on amphibians, is a critic of atrazine, which displays a disturbing effect on frog development.) Onstage together at TEDWomen, Hayes and Chaffer tell their story."
1121,Remaking my voice,"['community', 'culture', 'speech']","When film critic Roger Ebert lost his lower jaw to cancer, he lost the ability to eat and speak. But he did not lose his voice. In a moving talk from TED2011, Ebert and his wife, Chaz, with friends Dean Ornish and John Hunter, come together to tell his remarkable story."
2077,A neural portrait of the human mind,"['brain', 'neuroscience', 'visualizations']","Brain imaging pioneer Nancy Kanwisher, who uses fMRI scans to see activity in brain regions (often her own), shares what she and her colleagues have learned: The brain is made up of both highly specialized components and general-purpose ""machinery."" Another surprise: There's so much left to learn."
19992,What the Russian Revolution would have looked like on social media,"['socialmedia', 'politics', 'history', 'internet', 'journalism', 'technology', 'tedfellows']","History is written by the victors, as the saying goes -- but what would it look like if it was written by everyone? Journalist and TED Fellow Mikhail Zygar is on a mission to show us with Project1917, a ""social network for dead people"" that posts the real diaries and letters of more than 3,000 people who lived during the Russian Revolution. By showing the daily thoughts of the likes of Lenin, Trotsky and many less celebrated figures, the project sheds new light on history as it once was -- and as it could have been. Learn more about this digital retelling of the past as well as Zygar's latest project about the transformative year of 1968."
2104,How to upgrade democracy for the Internet era,"['government', 'open-source', 'politics', 'technology']","Pia Mancini and her colleagues want to upgrade democracy in Argentina and beyond. Through their open-source mobile platform they want to bring citizens inside the legislative process, and run candidates who will listen to what they say."
2142,Hidden cameras that film injustice in the worldâs most dangerous places,"['activism', 'film', 'globalissues', 'onlinevideo', 'socialchange']","To see is to believe, says Oren Yakobovich â which is why he helps everyday people use hidden cameras to film dangerous situations of violence, political fraud and abuse. His organization, Videre, uncovers, verifies and publicizes human-rights abuses that the world needs to witness."
2702,A scientific approach to the paranormal,"['death', 'science', 'curiosity', 'fear', 'health', 'society', 'mind', 'sound', 'storytelling']","What's haunting Carrie Poppy? Is it ghosts or something worse? In this talk, the investigative journalist narrates her encounter with a spooky feeling you'll want to warn your friends about and explains why we need science to deal with paranormal activity. "
571,Learning from the gecko's tail,"['animals', 'biology', 'biomechanics', 'design', 'materials', 'robots', 'technology']","Biologist Robert Full studies the amazing gecko, with its supersticky feet and tenacious climbing skill. But high-speed footage reveals that the gecko's tail harbors perhaps the most surprising talents of all."
1851,Africa's next boom,"['africa', 'business', 'economics', 'globalissues']","The past decade has seen slow and steady economic growth across the continent of Africa. But economist Charles Robertson has a bold thesis: Africa's about to boom. He talks through a few of the indicators -- from rising education levels to expanded global investment (and not just from China) -- that lead him to predict rapid growth for a billion people, sooner than you may think."
10173,Capitalism isn't an ideology -- it's an operating system,"['business', 'capitalism', 'economics', 'drones', 'innovation', 'politics', 'society', 'future']","Bhu Srinivasan researches the intersection of capitalism and technological progress. Instead of thinking about capitalism as a firm, unchanging ideology, he suggests that we should think of it as an operating system -- one that needs upgrades to keep up with innovation, like the impending take-off of drone delivery services. Learn more about the past and future of the free market (and a potential coming identity crisis for the United States' version of capitalism) with this quick, forward-thinking talk."
15536,A teen scientist's invention to help wounds heal,"['medicalresearch', 'medicine', 'invention', 'health', 'science', 'innovation', 'technology', 'design']","Working out of her garage, Anushka Naiknaware designed a sensor that tracks wound healing, becoming the youngest winner (at age 13) of the Google Science Fair. Her clever invention addresses the global challenge of chronic wounds, which don't heal properly due to preexisting conditions like diabetes and account for billions in medical costs worldwide. Join Naiknaware as she explains how her ""smart bandage"" works -- and how she's sharing her story to inspire others to make a difference."
1919,"The world is one big dataset. Now, how to photograph it ...","['map', 'space', 'technology']","We're all familiar with satellite imagery, but what we might not know is that much of it is out of date. That's because satellites are big and expensive, so there aren't that many of them up in space. As he explains in this fascinating talk, Dan Berkenstock and his team came up with a different solution, designing a cheap, lightweight satellite with a radically new approach to photographing what's going on on Earth."
23089,A new way to fund health care for the most vulnerable,"['health', 'healthcare', 'blindness', 'publichealth', 'sight', 'globalissues', 'technology', 'medicine', 'economics', 'tedfellows']","In 2011, eye surgeon and TED Fellow Andrew Bastawrous developed a smartphone app that brings quality eye care to remote communities, helping people avoid losing their sight to curable or preventable conditions. Along the way, he noticed a problem: strict funding regulations meant that he could only operate on people with specific diseases, leaving many others without resources for treatment. In this passionate talk, Bastawrous calls for a new health care funding model that's flexible and ambitious -- to deliver better health to everyone, whatever their needs are."
896,How cognitive surplus will change the world,"['collaboration', 'community', 'culture', 'technology', 'wikipedia']","Clay Shirky looks at ""cognitive surplus"" -- the shared, online work we do with our spare brain cycles. While we're busy editing Wikipedia, posting to Ushahidi (and yes, making LOLcats), we're building a better, more cooperative world."
29265,"The biology of gender, from DNA to the brain","['genetics', 'gender', 'genderequality', 'identity', 'genderspectrum', 'dna', 'activism', 'transgender', 'biology', 'technology', 'science', 'brain']","How exactly does gender work? It's not just about our chromosomes, says biologist Karissa Sanbonmatsu. In a visionary talk, she shares new discoveries from epigenetics, the emerging study of how DNA activity can permanently change based on social factors like trauma or diet. Learn how life experiences shape the way genes are expressed -- and what that means for our understanding of gender."
73,In praise of slowness,"['choice', 'culture', 'happiness', 'health', 'parenting', 'personalgrowth', 'potential', 'psychology', 'work-lifebalance']","Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives."
58010,How to make faster decisions,"['business', 'work', 'decision-making']","In a world of endless reviews and options, it's easy to become paralyzed by indecision. Investor and writer Patrick McGinnis shares the dangers of ""FOBO"" -- the fear of better options -- and how to overcome it."
1126,On being wrong,"['culture', 'failure']","Most of us will do anything to avoid being wrong. But what if we're wrong about that? ""Wrongologist"" Kathryn Schulz makes a compelling case for not just admitting but embracing our fallibility."
490,How to grow fresh air,"['architecture', 'cities', 'environment', 'garden', 'science', 'technology', 'plants']","Researcher Kamal Meattle shows how an arrangement of three common houseplants, used in specific spots in a home or office building, can result in measurably cleaner indoor air."
919,Superheroes inspired by Islam,"['islam', 'art', 'culture', 'peace']","In ""THE 99,"" Naif Al-Mutawa's new generation of comic book heroes fight more than crime -- they smash stereotypes and battle extremism. Named after the 99 attributes of Allah, his characters reinforce positive messages of Islam and cross cultures to create a new moral framework for confronting evil, even teaming up with the Justice League of America."
1041,3 stories of local eco-entrepreneurship,"['tedx', 'business', 'cities', 'community', 'economics', 'green']",The future of green is local. Majora Carter tells three inspiring stories of people who are saving their own communities while saving the planet.
