id,title,budget,genres,overview,revenue,runtime,vote_average,vote_count,year
9739,Demolition Man,57000000.0,"['Crime', 'Action', 'Science Fiction']","Simon Phoenix, a violent criminal cryogenically frozen in 1996, has escaped during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, John Spartan, who had also been cryogenically frozen when wrongfully accused of killing 30 innocent people while apprehending Phoenix.",159055768,115.0,6.4,1018,1993
24257,The Endless Summer 2,0.0,['Documentary'],"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).",0,109.0,7.1,12,1994
34444,Even Cowgirls Get the Blues,8000000.0,"['Western', 'Drama', 'Comedy', 'Romance']","Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the US from a young age.  She becomes a model in advertising and her NY agent 'the Countess' (John Hurt) sends her to his ranch in CA to shoot a commercial, set against the background of mating whooping cranes.  There, she befriends Bonanza Jellybean (Rain Phoenix), one of the cowgirls at the beauty- ranch.",0,96.0,4.2,29,1994
26141,Fatal Instinct,0.0,['Comedy'],"A spoof of the late 80s and early 90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, Cape Fear and others. A cop/attorney (yes he's both) is seduced by a woman while his wife is having an affair with a mechanic. Lots of other sublots and visual gags in the style of Naked Gun.",0,91.0,5.4,37,1993
10997,Farewell My Concubine,0.0,['Drama'],"Abandoned by his prostitute mother in 1920, Douzi was raised by a theater troupe. There he meets Shitou and over the following years the two develop an act entitled, ""Farewell My Concubine,"" that brings them fame and fortune. When Shitou marries Juxian, Doutzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.",0,171.0,7.8,98,1993
50463,The Favor,0.0,"['Drama', 'Comedy', 'Romance']","Kathy is married to Peter. Now she can't help but wonder how things could have been if she got together with her old boyfriend, Tom. Being married prevents from doing that so she asks her friend, Emily to go to him and see if she can sleep with him then tell Kathy how it was. When Emily tells Kathy that things were awesome, their friendship suffers, at the same so does Kathy's marriage. Things get even more complicated when Emily learns she's pregnant, and she's not certain if it's Tom's or her boyfriend, Elliot.",0,97.0,3.3,6,1994
10443,Fearless,0.0,['Drama'],"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is racked with grief and guilt since her baby died in the crash which she and Max survived.",0,122.0,6.8,80,1993
20239,Fear of a Black Hat,0.0,['Comedy'],"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.",0,88.0,5.8,11,1994
16297,With Honors,0.0,"['Comedy', 'Drama']","Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",0,103.0,6.1,54,1994
18551,Flesh and Bone,0.0,"['Drama', 'Mystery', 'Romance']","Some thirty years after Arlis witnesses his father murdering a family, he runs into Kay, who happens to be the family's baby who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened.",9488998,126.0,6.2,22,1993
25440,Widows' Peak,0.0,"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,0,101.0,4.3,3,1994
9024,For Love or Money,30000000.0,"['Comedy', 'Romance']","New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",11146270,94.0,5.7,77,1993
37233,The Firm,42000000.0,"['Drama', 'Mystery', 'Thriller']","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",270248367,154.0,6.6,513,1993
1634,Free Willy,20000000.0,"['Family', 'Adventure']","When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",153698625,112.0,6.0,429,1993
13815,Fresh,0.0,"['Crime', 'Drama', 'Thriller']","Michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. His father has become a street bum,but still meets with Fresh on occasion to play chess. Fresh is rather quiet in a crazy world. Fresh's sister is a junkie who sleeps with the dealers that Fresh sells for. As the story progresses Fresh realizes that he doesn't want to sell drugs anymore - he wants revenge.",0,114.0,7.6,56,1994
5503,The Fugitive,44000000.0,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']","Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",368875760,130.0,7.2,1240,1993
35588,Geronimo: An American Legend,35000000.0,"['History', 'Action', 'Drama', 'Western']","The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, whi",18635620,115.0,5.9,44,1993
2087,The Getaway,0.0,"['Drama', 'Action', 'Thriller']","Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",30,115.0,5.4,81,1994
41579,Getting Even with Dad,30000000.0,"['Family', 'Comedy', 'Crime']","Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",0,109.0,4.5,43,1994
18620,Go Fish,0.0,"['Drama', 'Romance']","Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",0,83.0,3.9,5,1994
41006,A Good Man in Africa,0.0,"['Comedy', 'Drama']","Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",0,94.0,5.2,11,1994
4916,Guilty as Sin,0.0,"['Drama', 'Thriller']","Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",22886222,107.0,5.6,21,1993
2019,Hard Target,18000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']","When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",74189677,97.0,6.1,237,1993
31642,Heaven & Earth,33000000.0,"['History', 'War', 'Action', 'Drama']","Le Ly lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler who treats her kindly and tells her he would like to be married -- maybe to her.",0,140.0,6.4,51,1993
9255,Hot Shots! Part Deux,25000000.0,"['Action', 'Comedy', 'War']","Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm.",133752825,86.0,6.2,463,1993
26271,Live Nude Girls,0.0,['Comedy'],"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",0,95.0,4.7,12,1995
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,0.0,"['Drama', 'Comedy', 'Romance']","When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their ""mountain"" is only a hill, the offended community sets out to remedy the situation.  The film is based on a story heard by Christopher Monger from his grandfather about the real village of Taff's Well,  in the old county of Glamorgan, and its neighbouring Garth Hill. However, due to 20th century urbanisation of the area, it was filmed in the more rural Llanrhaeadr-ym-Mochnant and Llansilin areas in Powys.",0,99.0,6.1,83,1995
2259,The House of the Spirits,25000000.0,"['Romance', 'Drama']","A rancher, his clairvoyant wife and their family face turbulent years in South America.",0,140.0,6.7,135,1993
16097,House Party 3,0.0,['Comedy'],"Hip Hop duo Kid &amp; Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",0,100.0,4.6,11,1994
11934,The Hudsucker Proxy,30000000.0,"['Comedy', 'Drama']",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,0,111.0,7.1,280,1994
106143,I'll Do Anything,40000000.0,"['Comedy', 'Drama']","Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",0,115.0,5.7,18,1994
12475,In the Army Now,0.0,['Comedy'],"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",28881266,91.0,4.7,54,1994
9386,In the Line of Fire,40000000.0,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",176997168,128.0,6.8,392,1993
7984,In the Name of the Father,13000000.0,['Drama'],"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",65796862,133.0,7.6,363,1993
59930,The Inkwell,0.0,"['Comedy', 'Drama', 'Romance']",The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,8880705,110.0,3.9,5,1994
15765,What's Love Got to Do with It,0.0,"['Drama', 'Music']",A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.,0,118.0,6.9,75,1993
31643,Jimmy Hollywood,30000000.0,['Comedy'],"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",0,112.0,4.6,17,1994
6,Judgment Night,0.0,"['Action', 'Thriller', 'Crime']","While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama",12136938,110.0,6.4,79,1993
329,Jurassic Park,63000000.0,"['Adventure', 'Science Fiction']","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",920100000,127.0,7.6,4956,1993
10909,Kalifornia,9000000.0,"['Thriller', 'Crime']","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",2395231,117.0,6.5,209,1993
507,Killing Zoe,1500000.0,"['Action', 'Crime', 'Drama', 'Thriller']","Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",418961,96.0,6.1,111,1993
34024,King of the Hill,0.0,['Drama'],"Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",0,103.0,6.4,33,1993
29918,Lassie,0.0,"['Action', 'Adventure', 'Drama', 'Family']","An update of the Lassie legend stars Thomas Guiry as a troubled city kid whose family retreats to the country, where he befriends the famous collie and changes for the better. Conflict develops when a ruthless sheep rancher causes trouble for everyone.",0,94.0,6.1,54,1994
9593,Last Action Hero,85000000.0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",137298489,130.0,6.1,725,1993
42580,Life With Mikey,0.0,"['Comedy', 'Family']","Michael Chapman was once a child TV star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem to find the next big thing and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day Michael meets a girl named Angie and she's a real spitfire. Michael thinks she could be what they are looking for. Problem is that she has a big chip on her shoulder.",0,91.0,5.1,24,1993
22317,Lightning Jack,0.0,"['Action', 'Comedy', 'Western']","Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",0,98.0,5.7,40,1994
1413,M. Butterfly,0.0,"['Drama', 'Romance']","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",1499795,101.0,6.6,35,1993
12121,Made in America,22000000.0,['Comedy'],"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",0,111.0,5.3,86,1993
2246,Malice,0.0,"['Drama', 'Crime']","A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",46405336,107.0,5.9,105,1993
10502,The Man without a Face,0.0,['Drama'],"The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, causing the town's suspicion and hostility to be ignited. McLeod inculcates in his protege a love of justice and freedom from prejudice which sustains him beyond the end of the film.",24760338,114.0,6.2,125,1993
10440,Manhattan Murder Mystery,13500000.0,"['Comedy', 'Mystery']",A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,11285588,104.0,7.1,169,1993
9516,Menace II Society,3500000.0,"['Drama', 'Action', 'Crime']","Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",27900000,97.0,7.2,179,1993
2320,Executive Decision,55000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']","Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",121969216,133.0,5.8,261,1996
5879,In the Realm of the Senses,0.0,"['Drama', 'Romance']","Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.",0,105.0,6.5,112,1976
83718,What Happened Was...,0.0,"['Thriller', 'Comedy', 'Drama', 'Romance']","Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night.",0,91.0,7.0,7,1994
11971,Much Ado About Nothing,8000000.0,"['Drama', 'Comedy', 'Romance']","In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",0,111.0,7.2,194,1993
2625,Mr. Jones,0.0,"['Drama', 'Romance']","The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",0,114.0,5.9,35,1993
31911,Mr. Wonderful,0.0,"['Comedy', 'Romance']",Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends.,0,98.0,5.5,11,1993
788,Mrs. Doubtfire,25000000.0,"['Comedy', 'Drama', 'Family']","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",441286195,125.0,7.0,1638,1993
21450,Naked,0.0,"['Comedy', 'Drama']","Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",0,131.0,7.5,105,1993
11231,The Next Karate Kid,12000000.0,['Adventure'],"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",15826984,107.0,4.8,202,1994
41588,The New Age,0.0,"['Comedy', 'Drama']","Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions",0,112.0,4.8,5,1994
10447,No Escape,20000000.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']","In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",15340000,118.0,6.1,86,1994
31586,North,40000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']","Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",0,87.0,4.8,67,1994
9300,Orlando,4000000.0,"['Romance', 'Drama', 'Fantasy']","In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.",0,93.0,6.7,53,1992
9559,A Perfect World,30000000.0,"['Crime', 'Drama', 'Thriller']","A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",135130999,138.0,7.2,376,1993
9800,Philadelphia,26000000.0,['Drama'],No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,206678440,125.0,7.6,1019,1993
713,The Piano,7000000.0,"['Drama', 'Romance']","After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",116700000,121.0,7.1,290,1993
8291,Poetic Justice,14000000.0,"['Drama', 'Romance']","In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",27515786,109.0,6.9,47,1993
18133,The Program,0.0,['Drama'],"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",23042200,112.0,6.0,28,1993
25557,The Puppet Masters,0.0,"['Horror', 'Science Fiction', 'Thriller']","The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.",8638072,109.0,5.6,41,1994
22588,Radioland Murders,0.0,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']","In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",0,108.0,5.8,12,1994
10872,The Ref,11000000.0,['Comedy'],"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",11439193,97.0,6.7,99,1994
1245,The Remains of the Day,11500000.0,"['Drama', 'Romance']",A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,23237911,134.0,7.5,213,1993
11858,Renaissance Man,40000000.0,"['Comedy', 'War']","Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",24332324,128.0,5.9,83,1994
7007,Rising Sun,0.0,"['Action', 'Drama', 'Thriller']","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",107198790,125.0,5.8,188,1993
10467,The Road to Wellville,0.0,"['Comedy', 'Romance']","An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",0,118.0,5.5,43,1994
5550,RoboCop 3,22000000.0,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']","The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",10696210,104.0,4.2,309,1993
8005,Robin Hood: Men in Tights,20000000.0,['Comedy'],"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",35739755,104.0,6.4,575,1993
2088,Romeo Is Bleeding,11500000.0,"['Action', 'Crime', 'Drama', 'Thriller']",A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,3275585,100.0,5.7,36,1993
10412,Romper Stomper,0.0,"['Action', 'Drama', 'Thriller']","Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",0,94.0,6.6,126,1992
47889,Ruby in Paradise,800000.0,"['Drama', 'Romance']","Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",1001437,114.0,5.6,10,1993
14534,Rudy,12000000.0,['Drama'],"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",22750363,114.0,7.2,187,1993
56583,The Saint of Fort Washington,0.0,['Drama'],"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",0,99.0,4.0,5,1993
41878,Savage Nights,0.0,['Drama'],"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",0,126.0,6.2,11,1992
424,Schindler's List,22000000.0,"['Drama', 'History', 'War']",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,321365567,195.0,8.3,4436,1993
35233,The Scout,0.0,"['Comedy', 'Drama']","When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.",0,101.0,5.3,37,1994
14291,Searching for Bobby Fischer,0.0,['Drama'],A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,7266383,110.0,7.3,100,1993
103413,Second Best,0.0,['Drama'],The difficult relationship between a british postal officer and his adoptive son.,0,105.0,5.9,8,1994
